episode_index,building,collector_id,language_instruction,language_instruction_2,language_instruction_3,is_episode_successful,task_index
47635,BWW,be856380,Remove the pink block from the crate and put it on the table,Put the pink building block on the table,Put the pink block on the table,true,3699
47639,BWW,be856380,Pick up the tall white with black letters bottle from the table and put it in the plastic bag,Put the white bottle in the plastic,Pick up the white with blue logo bottle from the table and put it in the plastic bag,true,26930
47643,BWW,be856380,"","","",true,0
47645,BWW,be856380,Remove the yellow block from the box,Put the yellow block on the table,Put the lime green building block on the table,true,26933
47650,BWW,be856380,Topple the stacked blocks and place the blue animal toy into the green bowl,Tip over the stack then put the green animal toy in the bowl,Drop the blocks on the left and then put the blue toy in the green bowl,true,26937
47690,BWW,be856380,Remove the banana plush toy from the wooden tray and put it on the table,Remove the banana from the box,Put the banana on the table.,true,26957
47748,BWW,be856380,"","","",false,0
47760,BWW,be856380,Put the red ring on the orange ring,Put the red ring on the orange ring,Put the red ring on top of the orange ring,true,26996
47766,BWW,be856380,Put the white bottle inside the plastic bag,Pick up the white medicine bottle and put it in the orange plastic,Pick up the white container on the left and put it inside the orange plastic bag,true,5238
47782,BWW,be856380,Put the blue block on top of the orange block,Move the blue building block to the orange building block,Put the blue block on the table,true,6564
47785,BWW,be856380,"","","",false,0
47810,BWW,be856380,Put the yellow thing into the bowl,Put the yellow toy in the bowl,Pick up the far right yellow object from the table and put it in the green bowl,true,15740
47814,BWW,be856380,Take the yellow thing out of the bowl,Put the star toy on the table,Remove the yellow object from the bowl,true,4335
47820,BWW,be856380,Remove the white and orange container from the orange plastic bag and put it on the table,Remove the bottle from the plastic bag,Move the white and orange bottle from the plastic bag to the table,true,27028
47821,BWW,be856380,Place the gray block between the blue and the green blocks,Put the grey building block on the table,Pick up the gray block and place it on the table in between the blue block and the lime green block,true,27029
47875,BWW,be856380,"","","",false,0
47881,BWW,be856380,Turn the rightmost blue knob on the stove to the left,Turn the far right knob of the stove anticlockwise once,Twist the knob on the stove,true,27057
47888,BWW,be856380,"","","",true,0
47905,BWW,be856380,"","","",false,0
47921,BWW,be856380,Pick up the light green ring and stack it onto the rings stacking stand,Put the yellow ring on the orange stand,Place the light green toy around the block,true,27076
47922,BWW,be856380,"","","",false,0
47943,BWW,be856380,Put the green block in the box.,Put the green block on the tray,Pick up the light green block and put it in the wooden tray,true,27085
47974,BWW,be856380,Pick up the orange cup in front of the dishes drying rack and put it into the blue cup with a handle on the right or the worktop,Move the orange cup from the sink top to the blue cup,Place the orange mug in the blue mug,true,27100
47977,BWW,be856380,Press the top switch on the stove,Push the top right button on the toy stove,Press the right top button on the stove,true,471
47983,BWW,be856380,Put the blue toy in the green bowl,Put the light blue toy elephant in the bowl,Put the blue toy in the bowl,true,5511
48075,BWW,be856380,"","","",false,0
48120,BWW,be856380,"","","",false,0
48122,BWW,be856380,"","","",false,0
48129,BWW,be856380,Put the orange in the green bowl,Put the orange in the green bowl,Put the orange in the bowl,true,9424
48173,BWW,be856380,Remove the yellow fruit from the block and place it on the table,Remove the yellow round fruit from the stack and place it on the table near the banana,Remove the plastic fruit from the cube and put it on the table,true,27201
48195,BWW,be856380,Pick up the gray block and put it on the pink block,Put the gray block on the pink one,Put the grey block on top of the pink block,true,7729
48219,BWW,be856380,Put the grey block on the table,Put the gray block on the table,Remove the green block from the blue block top and move it on top of the light green block,true,2440
48271,BWW,be856380,Remove the plush toy from the bowl,Place the blue cube on the table,Put the cube-shaped toy on the table,true,27250
48294,BWW,be856380,Remove the orange from the green bowl and put it on the table,Remove the orange fruit from the green bowl and place it on the table,Put the orange on the table,true,27262
48375,BWW,be856380,"","","",false,0
48390,BWW,be856380,Put the lemon plush toy on the tray,Put the toy peach on the tray,Put the lemon plush toy on the tray,true,27307
48397,BWW,be856380,Put the pink block inside the crate,Pick up the pink block and put it on the tray,Put the pink building block on the tray,true,27312
48407,BWW,be856380,Pick up the orange toy and put it in the green bowl,Transfer the orang object to the bowl,Put the orange object in the green bowl.,true,14495
48411,BWW,be856380,Take the ring off of the ring toss,Take the white and black ring off the stack,Pick up the black and white ring from the ring holder and put it on the table,true,27320
48447,BWW,be856380,Remove the blue circular object from the wooden tray,Put the blue ring on the table,Pick up the blue ring from the tray and put it on the table,true,25772
48480,BWW,be856380,Unstack the green blocks,Pick up the green block and put it on the table,Put the light green building block on the table,true,2556
48485,BWW,be856380,Put the black and white ring on the orange stand.,Put the black and white ring on the stack,Pick up a white and black ring and stack in on the rings stacking stand,true,27362
48487,BWW,be856380,Turn the knob of the stove on the right in an anticlockwise direction,Turn the first right switch on the stove to the left,Turn the knob on the far right to the left,true,27363
48493,BWW,be856380,Put the small orange block on top of the small green block on the table,Put the small orange block on top of the small green block on the table,Remove an orange block from the green bowl and stack it on top of the blue block next to the green bowl,true,27366
48522,BWW,be856380,"","","",false,0
48523,BWW,be856380,Press the orange button on the cooker,Press a switch on the stove,Press the top button on the right side of the stove.,true,6451
48525,BWW,be856380,Put the small yellow block in the green bowl,Put the small yellow block in the green bowl,Pick up a yellow block and put it in the green bowl,true,27381
48566,BWW,be856380,"","","",false,0
48589,BWW,be856380,Put the red ring on top of the blue ring,Pick up the red ring from the orange ring top and put it in the wooden tray on top of the blue ring,Put the red ring on the blue ring,true,27415
